date_sk,merchant_sk,currency_code,transaction_count,succeeded_count,failed_count,total_amount,total_amount_usd,net_amount_usd,refund_count,dispute_count,fraud_count
20251002,39,GBP,1,1,0,77.21,98.48,95.32,0,0,0
20251002,52,CAD,1,1,0,132.14,96.81,93.7,0,0,0
20251003,19,NGN,1,1,0,73433.4,48.2,46.5,0,0,0
20251003,48,JPY,1,1,0,10613.0,70.92,68.56,0,0,0
20251004,29,BRL,1,1,0,149.52,27.46,26.36,0,0,0
20251004,49,EUR,1,1,0,20.64,22.16,21.22,0,1,0
20251005,20,NGN,1,1,0,7865.37,5.18,4.73,0,0,0
20251006,10,AUD,1,1,0,296.31,197.64,191.61,0,0,0
20251006,36,EUR,1,1,0,5.54,5.94,5.47,0,0,0
20251006,40,JPY,1,1,0,10310.0,68.88,66.58,0,0,0
20251006,43,SGD,1,1,0,108.14,81.6,78.93,0,0,0
20251007,8,EUR,1,1,0,15.7,16.78,15.99,0,0,0
20251007,20,NGN,1,1,0,73627.95,48.57,22.57,1,0,0
20251007,49,EUR,1,1,0,62.5,66.78,64.54,0,0,0
20251008,20,NGN,1,1,0,49495.73,32.52,31.28,0,0,0
20251009,16,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20251009,32,EUR,1,1,0,30.3,32.33,31.09,0,0,0
20251009,41,EUR,1,1,0,110.93,118.37,114.64,0,0,0
20251010,7,EUR,1,1,0,42.12,44.79,43.19,0,0,0
20251010,15,GBP,1,1,0,23.85,30.51,29.33,0,0,0
20251011,41,EUR,1,1,0,76.22,81.14,78.49,0,0,0
20251011,49,EUR,1,1,0,98.67,105.04,101.69,0,0,0
20251012,8,EUR,1,1,0,45.58,48.44,46.74,0,0,0
20251012,39,GBP,2,2,0,115.37,148.93,144.01,0,0,0
20251012,50,AUD,1,1,0,262.85,174.62,169.26,0,1,0
20251014,7,EUR,1,1,0,19.11,20.25,19.36,0,0,0
20251014,18,CAD,1,1,0,126.35,93.41,90.4,0,0,0
20251014,45,USD,1,1,0,69.35,69.35,-2.31,1,0,0
20251015,51,NGN,1,1,0,60586.26,39.78,38.33,0,1,0
20251016,41,EUR,1,1,0,76.22,81.23,78.57,0,0,0
20251017,13,GBP,2,2,0,108.57,140.28,135.61,0,0,0
20251017,33,USD,1,1,0,22.83,22.83,21.87,0,0,0
20251018,13,GBP,1,1,0,65.29,83.95,81.22,0,0,0
20251018,20,NGN,1,1,0,49495.73,32.3,31.06,0,0,0
20251018,42,GBP,1,1,0,101.8,130.9,126.8,0,0,0
20251019,28,USD,1,1,0,54.13,54.13,52.26,0,0,0
20251019,46,JPY,1,1,0,30448.0,204.81,198.57,0,0,0
20251020,13,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20251020,16,EUR,1,1,0,82.08,87.14,84.31,0,0,0
20251020,25,NGN,1,1,0,50799.43,33.29,32.02,0,0,0
20251021,10,AUD,1,1,0,262.32,174.42,169.06,0,0,0
20251021,34,EUR,1,1,0,65.83,69.48,67.17,0,0,0
20251022,29,BRL,1,1,0,909.51,170.98,165.72,0,0,0
20251023,18,CAD,1,1,0,239.24,178.67,173.19,0,0,0
20251023,29,BRL,1,1,0,575.22,107.74,104.32,0,0,0
20251024,5,GBP,1,1,0,57.51,73.63,71.19,0,0,0
20251024,7,EUR,1,1,0,46.99,49.54,47.8,0,0,0
20251024,41,EUR,1,1,0,135.4,142.74,138.3,0,0,0
20251024,43,SGD,1,1,0,154.13,118.85,115.1,0,0,0
20251025,3,AUD,1,1,0,111.8,74.02,71.57,0,0,0
20251025,4,GBP,1,1,0,13.52,17.3,16.5,0,0,0
20251025,28,USD,1,1,0,75.35,75.35,72.86,0,0,0
20251025,29,BRL,1,1,0,149.52,28.11,26.99,0,0,0
20251026,20,NGN,1,1,0,50940.45,32.96,31.7,0,0,0
20251027,9,EUR,1,1,0,171.53,180.69,175.15,0,0,0
20251027,21,SGD,1,1,0,109.37,84.64,81.89,0,0,0
20251027,30,SGD,1,1,0,161.59,125.05,121.12,0,0,0
20251028,18,CAD,1,1,0,174.68,130.43,126.35,0,0,0
20251028,38,USD,1,1,0,116.54,116.54,112.86,0,0,0
20251028,50,AUD,1,1,0,262.85,174.23,168.88,0,0,0
20251029,53,NGN,1,1,0,47201.29,30.27,29.09,0,0,0
20251031,1,USD,1,0,1,0.0,0.0,0.0,0,0,0
20251031,18,CAD,1,0,1,0.0,0.0,0.0,0,0,0
20251031,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20251101,10,AUD,1,1,0,205.25,137.11,132.83,0,0,0
20251101,37,EUR,1,1,0,104.09,109.23,105.76,0,0,0
20251101,38,USD,1,1,0,116.54,116.54,112.86,0,0,0
20251101,46,JPY,1,1,0,10383.0,69.85,67.52,0,0,0
20251102,40,JPY,1,1,0,7873.0,52.84,51.01,0,0,0
20251103,3,AUD,1,1,0,97.72,65.12,62.93,0,0,0
20251103,40,JPY,1,1,0,4927.0,33.16,31.9,0,0,0
20251104,32,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20251105,3,AUD,1,1,0,201.32,133.56,129.39,0,0,0
20251105,10,AUD,1,1,0,123.44,81.89,79.22,0,0,0
20251105,19,NGN,1,1,0,25957.89,16.75,15.96,0,0,0
20251105,44,EUR,1,1,0,35.25,36.71,17.0,1,1,0
20251105,47,BRL,1,1,0,179.52,33.56,32.29,0,0,0
20251105,51,NGN,1,1,0,60586.26,39.1,37.67,0,0,0
20251106,19,NGN,1,1,0,73433.4,47.48,45.8,0,0,0
20251106,20,NGN,1,1,0,73627.95,47.61,45.93,0,1,0
20251107,16,EUR,1,1,0,82.08,85.91,83.12,0,1,0
20251107,24,EUR,1,1,0,110.59,115.75,112.09,0,0,0
20251108,6,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20251108,39,GBP,1,1,0,91.76,119.65,115.88,0,0,0
20251108,48,JPY,1,0,1,0.0,0.0,0.0,0,0,0
20251110,10,AUD,1,1,0,205.25,136.5,132.24,0,0,0
20251110,19,NGN,1,1,0,25957.89,16.85,16.06,0,0,0
20251110,41,EUR,1,1,0,76.22,79.73,77.12,0,0,1
20251110,43,SGD,1,1,0,115.7,90.13,-2.91,1,0,0
20251110,53,NGN,1,1,0,29663.05,19.25,8.76,1,0,0
20251111,5,GBP,1,1,0,57.51,75.3,-2.48,1,0,0
20251111,38,USD,1,1,0,116.54,116.54,112.86,0,1,0
20251111,44,EUR,1,1,0,103.08,107.93,104.5,0,0,0
20251112,18,CAD,1,1,0,75.14,56.44,54.5,0,0,0
20251112,51,NGN,1,1,0,60586.26,39.5,38.05,0,0,0
20251112,52,CAD,1,1,0,38.84,29.17,28.02,0,0,0
20251113,3,AUD,1,1,0,97.72,64.99,62.81,0,0,0
20251113,6,GBP,1,1,0,67.86,88.96,86.08,0,0,0
20251113,7,EUR,2,2,0,130.74,137.1,132.53,0,0,0
20251113,9,EUR,1,1,0,95.23,99.86,96.66,0,0,0
20251113,20,NGN,1,1,0,73627.95,48.01,46.32,0,1,0
20251113,23,EUR,1,1,0,149.45,156.71,151.87,0,1,0
20251113,30,SGD,1,1,0,216.07,167.53,162.37,0,0,0
20251113,39,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20251113,47,BRL,1,1,0,138.24,25.93,24.88,0,0,0
20251114,12,JPY,1,1,0,6987.0,46.98,45.32,0,0,0
20251115,41,EUR,1,1,0,76.22,79.61,77.0,0,0,0
20251116,6,GBP,1,1,0,31.96,41.89,40.38,0,0,0
20251116,10,AUD,1,1,0,205.25,135.34,131.12,0,0,0
20251117,1,USD,1,1,0,169.96,169.96,164.73,0,0,0
20251117,20,NGN,1,1,0,49495.73,32.51,31.27,0,0,0
20251117,25,NGN,1,1,0,50799.43,33.36,32.09,0,0,0
20251117,45,USD,1,1,0,81.29,81.29,78.63,0,0,0
20251117,49,EUR,1,1,0,98.67,102.95,99.66,0,0,0
20251118,24,EUR,1,1,0,75.98,79.59,76.98,0,0,0
20251118,30,SGD,1,1,0,200.37,156.71,151.87,0,0,0
20251119,35,NGN,1,1,0,70962.77,46.64,44.99,0,0,0
20251120,9,EUR,1,1,0,104.83,110.12,106.63,0,0,0
20251120,18,CAD,1,1,0,126.35,94.8,91.75,0,0,0
20251122,10,AUD,1,1,0,262.32,174.47,169.11,0,0,0
20251122,29,BRL,1,1,0,149.52,28.2,27.08,0,0,0
20251122,30,SGD,1,1,0,200.37,156.03,151.21,0,0,0
20251122,32,EUR,1,1,0,30.3,31.8,30.58,0,0,0
20251122,39,GBP,1,1,0,91.76,119.84,116.06,0,0,0
20251124,29,BRL,1,1,0,149.52,28.32,27.2,0,0,0
20251125,8,EUR,1,1,0,68.57,72.37,69.97,0,0,0
20251125,15,GBP,1,1,0,85.7,111.44,107.91,0,0,0
20251125,16,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20251125,29,BRL,1,1,0,575.22,109.19,105.72,0,0,0
20251125,45,USD,1,1,0,74.3,74.3,71.85,0,0,0
20251125,48,JPY,1,1,0,11008.0,74.5,72.04,0,0,0
20251126,30,SGD,1,1,0,29.43,22.77,21.81,0,0,0
20251127,4,GBP,1,1,0,13.52,17.6,16.79,0,0,0
20251127,46,JPY,1,1,0,17741.0,120.16,116.38,0,0,0
20251127,51,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20251128,13,GBP,1,1,0,88.22,114.82,111.19,0,0,0
20251129,40,JPY,1,1,0,11997.0,80.98,78.33,0,0,0
20251129,42,GBP,1,1,0,141.51,183.03,177.42,0,0,0
20251130,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20251130,42,GBP,1,1,0,101.8,131.63,127.51,0,0,0
20251201,36,EUR,1,1,0,67.98,71.67,69.29,0,0,0
20251202,4,GBP,1,1,0,66.39,85.68,82.9,0,0,0
20251202,15,GBP,1,1,0,140.71,181.6,176.03,0,0,0
20251202,44,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20251202,49,EUR,1,1,0,58.68,61.5,59.42,0,0,0
20251202,51,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20251202,53,NGN,1,1,0,85906.39,57.42,55.45,0,0,0
20251203,18,CAD,1,0,1,0.0,0.0,0.0,0,0,0
20251203,21,SGD,1,1,0,177.61,136.73,132.46,0,0,0
20251203,29,BRL,1,1,0,149.52,28.09,26.98,0,0,0
20251204,2,NGN,1,1,0,34750.36,23.12,22.15,0,0,0
20251204,20,NGN,1,1,0,49495.73,32.94,31.68,0,0,0
20251204,32,EUR,1,1,0,30.3,31.77,30.55,0,0,0
20251205,30,SGD,1,1,0,409.27,314.58,305.16,0,1,0
20251206,20,NGN,1,1,0,73627.95,48.72,22.65,1,0,0
20251206,23,EUR,1,1,0,149.45,157.14,152.28,0,1,0
20251206,48,JPY,1,1,0,11008.0,74.96,72.49,0,0,0
20251207,1,USD,1,1,0,136.28,136.28,132.03,0,0,0
20251207,6,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20251207,21,SGD,1,1,0,64.12,49.44,47.71,0,0,0
20251207,34,EUR,1,1,0,136.01,142.66,138.22,0,0,0
20251208,6,GBP,1,1,0,99.64,128.11,124.09,0,0,0
20251210,18,CAD,1,1,0,239.24,180.73,175.19,0,0,0
20251210,41,EUR,1,1,0,76.22,80.13,17.42,1,0,0
20251210,42,GBP,1,1,0,83.41,107.09,103.68,0,0,0
20251210,47,BRL,1,1,0,585.01,109.81,106.33,0,0,0
20251211,53,NGN,1,1,0,37567.78,24.73,23.71,0,1,0
20251212,47,BRL,1,1,0,638.66,119.44,115.68,0,0,0
20251213,35,NGN,1,1,0,35742.9,23.67,22.68,0,0,0
20251214,41,EUR,1,1,0,76.22,80.38,77.75,0,0,0
20251215,8,EUR,1,1,0,15.7,16.52,3.35,1,0,0
20251215,16,EUR,1,1,0,3.73,3.93,3.52,0,0,0
20251215,41,EUR,1,1,0,76.22,80.21,77.58,0,0,0
20251215,47,BRL,1,1,0,487.76,91.14,88.2,0,0,0
20251216,3,AUD,1,1,0,243.09,159.18,154.26,0,0,0
20251216,24,EUR,1,1,0,75.98,79.88,77.26,0,0,0
20251217,3,AUD,1,1,0,201.32,132.52,128.38,0,0,0
20251217,20,NGN,1,1,0,49495.73,32.79,31.54,0,0,0
20251217,30,SGD,1,1,0,200.37,154.95,150.16,0,0,0
20251218,1,USD,1,1,0,169.96,169.96,164.73,0,0,0
20251218,6,GBP,1,1,0,20.93,26.69,25.62,0,0,0
20251218,24,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20251218,40,JPY,1,1,0,10310.0,69.09,66.79,0,0,0
20251218,45,USD,1,0,1,0.0,0.0,0.0,0,0,1
20251220,19,NGN,1,1,0,57228.29,38.1,36.7,0,0,0
20251221,5,GBP,1,1,0,90.33,114.99,111.36,0,1,0
20251221,29,BRL,1,1,0,149.52,27.7,26.6,0,0,0
20251221,37,EUR,1,1,0,86.46,90.54,87.61,0,0,0
20251222,10,AUD,1,1,0,123.44,81.24,78.58,0,0,0
20251223,4,GBP,1,1,0,13.52,17.23,16.43,0,1,0
20251223,11,JPY,1,1,0,4245.0,28.36,27.24,0,0,0
20251223,12,JPY,1,1,0,6987.0,46.68,45.03,0,0,0
20251223,28,USD,1,1,0,75.35,75.35,72.86,0,0,0
20251223,39,GBP,1,1,0,38.16,48.64,46.93,0,0,0
20251223,44,EUR,1,1,0,63.59,66.26,64.04,0,0,0
20251224,9,EUR,1,1,0,131.04,136.38,132.12,0,0,0
20251224,24,EUR,1,1,0,88.06,91.65,88.69,0,0,0
20251224,29,BRL,1,1,0,149.52,27.88,26.77,0,1,0
20251224,41,EUR,1,1,0,139.88,145.58,141.06,0,0,0
20251224,49,EUR,1,1,0,98.67,102.69,99.41,0,0,0
20251225,29,BRL,1,1,0,807.9,150.71,146.04,0,0,0
20251225,32,EUR,6,4,2,546.43,568.1,550.43,0,1,1
20251225,39,GBP,1,1,0,91.76,117.03,113.34,0,0,0
20251226,16,EUR,1,1,0,3.73,3.87,3.46,0,0,0
20251226,43,SGD,1,1,0,108.14,83.24,80.53,0,0,0
20251228,17,CAD,1,1,0,239.24,181.2,175.65,0,0,0
20251228,21,SGD,1,1,0,177.61,135.85,131.61,0,0,0
20251228,24,EUR,1,1,0,75.98,78.86,76.27,0,0,0
20251229,8,EUR,1,1,0,201.23,210.04,203.65,0,0,0
20251229,22,NGN,1,1,0,23398.96,15.43,14.68,0,0,0
20251229,24,EUR,1,1,0,43.84,45.76,44.13,0,0,0
20251229,32,EUR,2,2,0,277.88,290.05,281.04,0,0,0
20251229,34,EUR,1,1,0,136.01,141.96,137.54,0,0,0
20251229,43,SGD,1,1,0,3.25,2.49,2.12,0,0,0
20251230,6,GBP,1,1,0,87.15,110.05,106.56,0,0,0
20251230,11,JPY,1,1,0,5584.0,37.51,36.12,0,0,0
20251230,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20251231,16,EUR,1,1,0,82.08,85.78,82.99,0,0,0
20251231,51,NGN,1,1,0,122363.6,80.67,78.03,0,0,0
20260101,45,USD,1,1,0,81.29,81.29,78.63,0,0,0
20260102,7,EUR,1,1,0,88.62,92.07,89.1,0,1,1
20260102,29,BRL,1,1,0,149.52,27.69,26.59,0,1,0
20260102,45,USD,1,1,0,61.3,61.3,59.22,0,0,0
20260103,32,EUR,1,1,0,30.3,31.48,30.27,0,0,0
20260103,38,USD,1,1,0,116.54,116.54,112.86,0,0,0
20260105,20,NGN,1,1,0,73627.95,48.15,46.45,0,0,0
20260105,38,USD,1,1,0,23.2,23.2,10.63,1,0,0
20260106,1,USD,1,1,0,136.28,136.28,132.03,0,0,0
20260106,12,JPY,1,1,0,4474.0,30.2,6.37,1,0,0
20260106,22,NGN,1,1,0,91538.41,59.92,57.88,0,0,0
20260107,3,AUD,1,1,0,97.72,66.13,63.91,0,0,0
20260107,39,GBP,1,1,0,91.76,117.75,114.04,0,0,0
20260108,17,CAD,1,1,0,205.05,156.9,152.05,0,0,0
20260108,31,EUR,1,1,0,64.98,68.03,65.76,0,0,0
20260108,49,EUR,1,1,0,109.72,114.87,111.24,0,0,0
20260109,5,GBP,1,1,0,112.37,143.59,139.13,0,0,0
20260109,34,EUR,1,1,0,108.45,113.14,109.56,0,0,0
20260109,41,EUR,1,1,0,76.22,79.52,76.91,0,0,0
20260109,42,GBP,1,1,0,83.41,106.59,103.2,0,0,0
20260110,30,SGD,1,1,0,119.57,90.7,87.77,0,0,0
20260110,35,NGN,1,1,0,67081.79,43.78,42.21,0,0,0
20260110,41,EUR,1,1,0,93.46,97.83,21.32,1,0,0
20260110,47,BRL,1,1,0,383.24,71.02,68.66,0,0,0
20260110,51,NGN,1,1,0,60586.26,39.54,38.09,0,0,0
20260111,19,NGN,1,1,0,15117.83,9.86,9.27,0,0,0
20260112,28,USD,1,1,0,158.73,158.73,153.83,0,0,0
20260112,45,USD,1,1,0,55.47,55.47,53.56,0,0,0
20260113,9,EUR,1,1,0,149.64,156.94,152.09,0,0,0
20260114,8,EUR,1,1,0,136.25,143.5,139.04,0,1,0
20260114,12,JPY,1,1,0,6987.0,47.11,45.44,0,0,0
20260114,41,EUR,1,1,0,76.22,80.28,17.45,1,0,0
20260114,43,SGD,2,2,0,111.39,84.84,81.78,0,0,0
20260115,2,NGN,1,1,0,66494.26,43.49,41.93,0,0,0
20260115,32,EUR,1,1,0,30.3,31.78,30.56,0,0,1
20260115,47,BRL,1,1,0,360.97,67.04,64.8,0,0,0
20260117,24,EUR,1,1,0,75.98,80.35,77.72,0,0,0
20260118,21,SGD,1,1,0,177.61,134.39,130.19,0,0,0
20260119,29,BRL,1,1,0,149.52,27.83,26.72,0,0,0
20260119,33,USD,1,1,0,168.14,168.14,162.96,0,0,0
20260121,48,JPY,1,1,0,7919.0,53.78,51.92,0,0,0
20260121,50,AUD,1,1,0,131.92,90.45,87.53,0,0,0
20260122,3,AUD,1,1,0,143.51,98.07,94.93,0,0,0
20260122,25,NGN,1,1,0,50799.43,33.12,31.86,0,0,0
20260122,27,USD,1,1,0,36.02,36.02,34.68,0,0,0
20260123,14,GBP,1,1,0,134.9,172.47,167.17,0,0,0
20260123,29,BRL,1,1,0,149.52,28.09,26.98,0,0,0
20260124,12,JPY,1,1,0,6609.0,44.98,43.38,0,0,0
20260124,32,EUR,1,1,0,42.52,44.36,42.77,0,0,0
20260124,33,USD,1,1,0,163.06,163.06,158.03,0,0,0
20260125,5,GBP,1,1,0,57.51,73.03,70.61,0,1,0
20260125,17,CAD,1,1,0,273.09,209.23,202.86,0,0,0
20260125,31,EUR,5,4,1,461.99,482.67,467.48,0,0,0
20260125,44,EUR,1,1,0,135.88,141.97,137.55,0,0,0
20260126,1,USD,1,1,0,141.81,141.81,137.4,0,0,0
20260127,2,NGN,1,1,0,24992.08,16.36,15.59,0,0,1
20260128,28,USD,1,1,0,103.55,103.55,100.25,0,0,0
20260128,32,EUR,1,1,0,30.3,31.64,30.42,0,0,0
20260128,37,EUR,1,1,0,74.68,77.99,75.43,0,0,0
20260129,23,EUR,1,1,0,36.97,38.57,37.15,0,0,0
20260129,25,NGN,1,1,0,50799.43,33.46,32.19,0,0,0
20260129,36,EUR,1,1,0,68.49,71.45,69.08,0,0,0
20260129,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260131,1,USD,1,1,0,204.4,204.4,198.17,0,0,0
20260131,5,GBP,1,1,0,99.02,126.06,27.55,1,0,0
20260131,42,GBP,1,1,0,48.25,61.43,59.35,0,1,0
20260201,29,BRL,1,1,0,149.52,28.35,27.23,0,0,0
20260201,46,JPY,1,1,0,6861.0,47.04,45.38,0,0,0
20260201,51,NGN,1,1,0,60586.26,40.32,38.85,0,0,0
20260201,52,CAD,2,2,0,264.28,203.04,196.56,0,0,0
20260201,53,NGN,1,1,0,62441.0,41.56,40.05,0,0,0
20260202,29,BRL,1,1,0,149.52,28.48,27.35,0,0,0
20260202,32,EUR,1,1,0,30.3,31.72,30.5,0,0,0
20260203,42,GBP,1,1,0,83.41,105.74,102.37,0,0,0
20260204,1,USD,1,1,0,169.96,169.96,164.73,0,0,0
20260204,16,EUR,1,1,0,26.85,27.99,26.88,0,0,0
20260204,20,NGN,1,0,1,0.0,0.0,0.0,0,0,1
20260204,40,JPY,1,1,0,10310.0,70.25,67.91,0,0,0
20260205,1,USD,1,1,0,136.28,136.28,132.03,0,0,0
20260205,44,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260206,10,AUD,1,1,0,106.29,72.94,70.52,0,0,0
20260206,20,NGN,1,1,0,73627.95,49.37,47.64,0,1,0
20260206,21,SGD,1,1,0,177.61,133.23,129.07,0,0,0
20260206,28,USD,1,1,0,35.7,35.7,34.36,0,0,0
20260206,45,USD,1,1,0,81.29,81.29,78.63,0,0,0
20260206,49,EUR,1,1,0,20.64,21.58,20.65,0,0,0
20260207,43,SGD,1,1,0,205.34,153.9,149.14,0,0,0
20260207,49,EUR,1,1,0,73.68,76.75,74.22,0,1,0
20260208,41,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260208,42,GBP,1,1,0,83.41,105.18,101.83,0,0,0
20260209,40,JPY,1,1,0,10310.0,70.43,68.09,0,0,0
20260210,16,EUR,1,1,0,3.73,3.88,3.47,0,1,0
20260210,20,NGN,1,1,0,50940.45,34.35,33.05,0,0,0
20260210,23,EUR,1,1,0,36.97,38.45,37.03,0,0,0
20260210,50,AUD,1,1,0,155.77,106.55,103.16,0,0,0
20260211,38,USD,1,1,0,116.54,116.54,112.86,0,0,0
20260211,47,BRL,1,1,0,176.33,33.14,31.88,0,0,0
20260212,11,JPY,1,0,1,0.0,0.0,0.0,0,0,0
20260212,32,EUR,1,1,0,145.31,151.41,146.72,0,0,0
20260213,32,EUR,1,1,0,30.3,31.51,30.3,0,0,0
20260213,41,EUR,1,1,0,76.22,79.26,76.66,0,0,0
20260213,51,NGN,1,1,0,99983.73,67.32,65.07,0,0,0
20260213,52,CAD,1,1,0,217.91,170.01,164.78,0,0,0
20260214,22,NGN,1,1,0,47100.88,31.51,30.3,0,0,0
20260214,25,NGN,1,1,0,84073.99,56.25,54.32,0,0,0
20260215,1,USD,1,1,0,141.81,141.81,137.4,0,0,0
20260215,24,EUR,1,1,0,110.59,115.18,111.54,0,0,0
20260215,28,USD,1,1,0,4.38,4.38,3.95,0,0,0
20260215,53,NGN,1,1,0,29445.08,19.74,18.87,0,0,0
20260216,20,NGN,1,1,0,49495.73,33.27,32.01,0,0,0
20260216,24,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260216,27,USD,1,1,0,110.87,110.87,107.35,0,0,0
20260217,2,NGN,1,1,0,24992.08,16.77,15.98,0,0,0
20260217,4,GBP,1,1,0,66.39,83.41,80.69,0,0,0
20260217,23,EUR,1,1,0,36.97,38.64,37.22,0,0,0
20260218,29,BRL,1,1,0,149.52,27.93,26.82,0,0,0
20260218,38,USD,1,1,0,23.2,23.2,22.23,0,1,0
20260218,52,CAD,1,1,0,217.91,171.94,166.65,0,0,0
20260219,29,BRL,1,1,0,236.69,44.43,42.84,0,0,0
20260219,45,USD,1,1,0,61.3,61.3,59.22,0,0,0
20260220,1,USD,1,1,0,169.96,169.96,164.73,0,0,0
20260220,5,GBP,1,1,0,97.74,122.06,118.22,0,0,0
20260220,23,EUR,1,1,0,149.45,156.15,151.32,0,0,0
20260221,6,GBP,1,1,0,67.86,84.33,81.58,0,0,0
20260221,16,EUR,1,1,0,82.08,85.51,82.73,0,0,0
20260221,27,USD,1,1,0,87.63,87.63,84.79,0,0,0
20260221,35,NGN,1,1,0,35742.9,24.02,23.02,0,0,0
20260222,29,BRL,1,1,0,149.52,28.04,26.93,0,0,0
20260222,51,NGN,1,1,0,16440.06,11.1,10.48,0,0,0
20260222,52,CAD,1,1,0,217.91,173.78,168.44,0,0,0
20260223,28,USD,1,1,0,109.32,109.32,105.85,0,1,0
20260224,13,GBP,1,1,0,88.22,109.44,105.97,0,0,0
20260224,24,EUR,1,1,0,105.58,110.36,106.86,0,0,0
20260224,47,BRL,1,1,0,495.99,93.19,90.19,0,0,0
20260225,2,NGN,1,1,0,34750.36,23.66,-0.99,1,0,0
20260225,25,NGN,1,1,0,23581.83,16.06,15.29,0,0,0
20260225,49,EUR,1,1,0,254.79,267.1,259.05,0,0,0
20260225,52,CAD,1,1,0,217.91,174.76,169.39,0,0,0
20260226,38,USD,1,1,0,23.2,23.2,22.23,0,0,0
20260227,5,GBP,1,1,0,20.62,25.5,24.46,0,0,0
20260227,21,SGD,1,1,0,22.43,17.15,16.35,0,0,0
20260227,24,EUR,1,1,0,75.98,79.95,77.33,0,0,0
20260227,28,USD,1,1,0,4.38,4.38,3.95,0,0,0
20260227,32,EUR,1,1,0,30.3,31.88,30.66,0,0,0
20260228,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260301,33,USD,1,1,0,73.93,73.93,16.04,1,0,0
